pid,QID287_1,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID287_10,QID287_11,QID287_12,QID154,QID158,QID160_1,QID160_2,QID160_3,QID161,QID165,QID166_TEXT,QID169,QID170_TEXT,QID171,QID174,QID177,QID181_TEXT,QID184,QID191,QID192,QID195,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID291,QID196,QID290_1,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID290_10,QID290_11,QID290_12,QID9_1,QID9_2,QID9_3,QID9_4,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_40,QID162,QID163,QID164_TEXT,QID167,QID168_TEXT,QID182_TEXT,QID190,QID194,QID198_1,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID198_10,QID156,QID157,QID172,QID175,QID178,QID183,QID193,QID159_1,QID159_2,QID159_3,QID173,QID176,QID179,QID189
44,5,5,5,5,5,5,5,5,1,3,30.0,,,,,,,,2.0,500,,,,20,,1.0,2.0,,,,,,,,7,4,4,4,2,3,4,3,4,1,10.0,20.0,10.0,20.0,20.0,5.0,5.0,3.0,70.0,5.0,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,5.0,1.0,20,,,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,,,,2.0,,3.0,3.0,3.0,1.0,5.0,6.0,
45,2,2,2,2,4,1,3,4,5,4,,,5.0,4.0,5.0,,2.0,52,2.0,280,,,,5,1.0,,1.0,,,,,,,,6,2,2,2,2,5,6,5,3,2,54.0,53.0,57.0,61.0,73.0,11.0,80.0,65.0,98.0,81.0,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,4.0,,,,,,9.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,92.0,4.0,1.0,4.0,5.0,,,,,,,,,
46,2,3,1,3,3,1,4,5,3,3,,3.0,,,,,,,2.0,600,1.0,1.0,4.0,,2.0,,,,,,,,,,4,1,4,4,1,5,4,5,3,1,30.0,35.0,40.0,40.0,35.0,35.0,30.0,50.0,30.0,50.0,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,6.0,1.0,20,,,10,9.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,70.0,,,,,,1.0,2.0,2.0,2.0,,,,
47,1,1,1,1,1,2,3,2,5,5,,5.0,4.0,3.0,5.0,6.0,2.0,48,2.0,950,,,,,,,,,,,,,,,6,5,7,6,5,7,3,3,3,1,27.0,30.0,22.0,39.0,43.0,36.0,56.0,68.0,52.0,73.0,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,,,,,,10,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,36.0,,5.0,4.0,2.0,2.0,1.0,,,,,,,3.0
48,4,4,4,5,4,5,5,5,3,1,,,,,,6.0,2.0,54,,,,,,,,,,6.0,1.0,1.0,2.0,1.0,1.0,2.0,7,2,3,6,5,6,6,6,4,1,19.0,10.0,10.0,81.0,51.0,60.0,52.0,85.0,40.0,41.0,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,,,,1.0,120,0,10.0,,,,,,,,,,,,70.0,1.0,5.0,5.0,6.0,1.0,2.0,5.0,4.0,1.0,,,,
49,2,5,5,4,4,4,5,5,4,4,85.0,,3.0,5.0,4.0,5.0,,,,,1.0,4.0,6.0,20,2.0,,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,7,1,6,6,5,6,7,6,3,2,25.0,75.0,50.0,40.0,50.0,50.0,75.0,65.0,75.0,60.0,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,,1.0,50,1.0,115,,,6.0,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0
50,5,4,5,5,5,5,5,5,3,5,,4.0,2.0,5.0,2.0,6.0,2.0,30,,,,,,,,,2.0,4.0,,,,,,,7,3,2,3,2,5,6,6,3,2,80.0,40.0,60.0,70.0,80.0,60.0,90.0,75.0,75.0,70.0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1.0,120,0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,40.0,,2.0,3.0,3.0,1.0,,,,,,,,3.0
51,4,4,4,5,5,4,5,5,4,4,,,3.0,4.0,3.0,5.0,,,2.0,500,,,,15,2.0,1.0,,,,,,,,,6,5,5,5,1,5,6,6,1,2,70.0,59.0,66.0,84.0,79.0,61.0,77.0,90.0,72.0,82.0,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,,1.0,15,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,2.0,,,,,2.0,,,,5.0,5.0,6.0,
52,4,5,4,5,4,5,5,4,2,1,30.0,4.0,,,,6.0,2.0,53,2.0,350,,,,,2.0,,,,,,,,,,7,2,2,2,2,5,6,7,3,1,38.0,28.0,36.0,55.0,42.0,53.0,44.0,40.0,60.0,47.0,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,,,,,,12,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,5.0,6.0,,2.0,3.0,2.0,2.0,,,,
53,2,1,2,3,5,5,2,5,2,4,,5.0,2.0,3.0,3.0,,,,,,1.0,4.0,3.0,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7,2,6,6,3,5,4,4,2,2,27.0,19.0,34.0,57.0,68.0,61.0,48.0,78.0,54.0,68.0,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,6.0,1.0,27,1.0,145,15,9.0,,,,,,,,,,,,75.0,,,,,1.0,,,,,,,,
54,2,4,3,4,4,2,4,5,5,4,40.0,,4.0,3.0,2.0,5.0,2.0,45,1.0,1200,,,,16,1.0,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,5,2,5,5,4,7,5,5,2,1,14.0,30.0,21.0,78.0,75.0,50.0,33.0,91.0,96.0,88.0,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,,,,,,,5.0,,,,,,,,,,,,,2.0,4.0,4.0,5.0,,,,,,,,,
55,4,4,4,3,4,3,4,4,3,3,75.0,5.0,4.0,4.0,3.0,6.0,,,,,,,,,1.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7,3,3,3,5,5,5,5,2,1,52.0,38.0,45.0,41.0,55.0,39.0,75.0,61.0,59.0,48.0,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,,2.0,7,1.0,90,3,10.0,,,,,,,,,,,,,,4.0,5.0,5.0,,,,,,,,,
56,4,4,5,5,4,3,4,5,5,3,60.0,,4.0,4.0,5.0,,,,,,1.0,5.0,3.0,,1.0,1.0,1.0,,,,,,,,6,1,3,2,5,6,6,7,1,2,81.0,58.0,89.0,100.0,82.0,66.0,94.0,100.0,100.0,68.0,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,6.0,1.0,50,1.0,300,5,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,
57,5,4,5,5,5,2,5,5,4,5,,,,,,,,,2.0,34,,,,,,,,,,,,,,,5,5,1,1,5,6,7,7,3,1,50.0,83.0,57.0,90.0,90.0,37.0,84.0,55.0,25.0,75.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1.0,1.0,60,,,10,,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,78.0,1.0,,,,1.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0
58,4,4,4,3,5,4,5,5,3,4,36.0,3.0,3.0,4.0,5.0,,,,,,,,,,,,1.0,,,,,,,,6,3,4,5,2,5,6,6,4,1,81.0,56.0,53.0,42.0,79.0,51.0,83.0,91.0,63.0,87.0,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,3.0,1.0,15,1.0,110,0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,2.0,5.0,4.0,2.0,,,,,,,,2.0
59,1,2,4,1,5,1,4,1,5,5,,,,,,6.0,2.0,30,2.0,250,,,,18,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,5,6,3,5,7,6,4,1,35.0,20.0,55.0,25.0,60.0,30.0,55.0,15.0,23.0,45.0,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,70.0,3.0,5.0,2.0,6.0,2.0,2.0,3.0,3.0,3.0,,,,2.0
60,1,1,1,1,3,1,3,1,5,1,90.0,,2.0,1.0,2.0,,2.0,47,1.0,1300,,,,,,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,7,1,1,4,2,7,7,7,1,2,30.0,30.0,30.0,15.0,10.0,2.0,30.0,20.0,85.0,10.0,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,3.0,,,,,0,,,,,,,,,,,,,,2.0,3.0,5.0,6.0,1.0,,,,,,,,
61,2,4,3,4,4,1,3,5,4,5,60.0,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,,,,,,,6,1,5,5,1,7,6,5,1,2,35.0,55.0,30.0,60.0,70.0,20.0,50.0,60.0,56.0,70.0,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,6.0,1.0,30,1.0,140,5,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,,,,,,4.0,2.0,2.0,5.0,4.0,6.0,
62,5,5,5,4,4,5,5,5,2,4,,5.0,4.0,4.0,4.0,,2.0,45,2.0,800,,,,,2.0,,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,6,1,1,5,2,6,5,6,3,1,40.0,30.0,48.0,37.0,45.0,42.0,54.0,67.0,24.0,42.0,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,6.0,,,,,15,3.0,,,,,,,,,,,,61.0,,4.0,5.0,5.0,,,,,,,,,
63,1,4,3,4,4,1,4,4,5,4,,3.0,4.0,3.0,5.0,,2.0,50,1.0,2000,,,,,,2.0,,6.0,,,,,,,6,2,2,2,2,7,7,7,1,1,9.0,56.0,11.0,87.0,70.0,100.0,70.0,58.0,77.0,55.0,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,6.0,,,,,5,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,50.0,,1.0,5.0,6.0,1.0,1.0,,,,,,,
64,3,3,2,2,4,2,4,3,5,4,,,3.0,4.0,4.0,,,,,,1.0,5.0,5.0,6,,,,,2.0,2.0,1.0,1.0,1.0,1.0,5,4,4,3,4,5,5,6,3,1,49.0,45.0,48.0,60.0,85.0,46.0,77.0,62.0,89.0,89.0,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,5.0,2.0,8,1.0,100,,7.0,4.0,,,,,,,,,,,60.0,3.0,,,,2.0,2.0,,,,,,,
65,5,5,4,5,3,5,4,5,1,5,,2.0,4.0,2.0,4.0,,,,2.0,150,1.0,5.0,6.0,,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,7,3,4,3,2,5,7,7,3,1,55.0,25.0,50.0,20.0,30.0,45.0,60.0,40.0,55.0,20.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3.0,2.0,10,,,5,,2.0,,,,,,,,,,,70.0,,,,,,,,,,,,,
66,3,4,3,5,4,5,5,4,1,5,,3.0,3.0,4.0,3.0,,2.0,30,1.0,1200,2.0,4.0,4.0,20,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,2,4,3,3,5,5,6,2,2,49.0,43.0,48.0,59.0,59.0,45.0,69.0,64.0,51.0,60.0,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,6.0,,,,,,,4.0,,,,,,,,,,,71.0,,,,,,,,,,,,,2.0
67,5,5,5,5,4,5,5,5,1,1,,,,,,7.0,1.0,80,,,,,,15,,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,7,3,7,7,2,5,6,6,4,1,60.0,56.0,71.0,81.0,71.0,84.0,60.0,78.0,42.0,29.0,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,1.0,150,,,,,,,,,,,,,,11.0,1.0,2.0,5.0,6.0,1.0,1.0,4.0,4.0,3.0,,,,10.0
68,4,3,2,3,4,4,3,3,4,5,73.0,,4.0,5.0,6.0,,,,1.0,10,,,,,1.0,9.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,6,5,3,5,5,4,5,6,4,2,68.0,46.0,66.0,51.0,58.0,46.0,43.0,52.0,72.0,56.0,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1.0,2.0,12,,,19,,4.0,,,,,,,,,,,,4.0,5.0,2.0,5.0,,,,,,,,,
69,4,3,4,5,4,2,4,3,5,2,68.0,,4.0,5.0,2.0,4.0,,,2.0,800,,,,,,,1.0,4.0,,,,,,,5,6,7,5,5,3,6,7,3,1,71.0,31.0,63.0,76.0,38.0,64.0,38.0,80.0,44.0,67.0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,,1.0,57,,,15,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,5.0,4.0,4.0,5.0,1.0,,,,,,,,5.0
70,4,3,5,5,4,5,5,4,4,2,82.0,,,,,,2.0,45,,,1.0,4.0,5.0,,,2.0,,,1.0,1.0,2.0,1.0,2.0,1.0,7,7,7,7,2,3,3,3,3,1,71.0,52.0,60.0,81.0,52.0,65.0,90.0,80.0,95.0,50.0,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,5.0,,,1.0,250,8,,1.0,,,,,,,,,,,,3.0,,,,1.0,2.0,3.0,3.0,3.0,,,,
71,4,4,4,4,4,3,4,5,4,3,,,3.0,3.0,3.0,,2.0,39,,,1.0,5.0,3.0,18,2.0,,1.0,3.0,,,,,,,7,1,2,2,5,7,7,7,3,1,50.0,50.0,60.0,68.0,51.0,41.0,86.0,90.0,70.0,82.0,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,6.0,,,1.0,150,,10.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,4.0,,,,,,,,,,,,
72,3,4,4,5,4,2,5,5,5,3,,,3.0,2.0,2.0,,,,,,,,,15,,1.0,2.0,,,,,,,,5,2,4,5,2,5,4,5,3,1,42.0,53.0,48.0,58.0,54.0,39.0,68.0,62.0,57.0,60.0,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,6.0,1.0,20,1.0,200,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,4.0,,,,1.0,,,,,3.0,4.0,4.0,
73,5,4,4,5,5,5,4,4,2,2,,,3.0,2.0,2.0,,,,1.0,1200,4.0,4.0,4.0,,,,,5.0,,,,,,,6,3,6,6,2,5,5,5,2,1,40.0,45.0,41.0,58.0,56.0,40.0,59.0,37.0,45.0,40.0,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,6.0,1.0,15,,,12,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,4.0,,,,2.0,2.0,,,,,,,5.0
74,2,3,4,5,4,4,2,2,2,1,30.0,,,,,,,,2.0,650,1.0,4.0,3.0,15,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,6,2,5,5,1,5,5,5,4,1,59.0,50.0,60.0,50.0,65.0,30.0,40.0,50.0,60.0,40.0,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,5.0,1.0,16,,,,10.0,3.0,,,,,,,,,,,,2.0,,,,1.0,,3.0,3.0,3.0,,,,
75,4,4,4,5,5,3,4,5,4,5,,,5.0,5.0,4.0,,,,2.0,600,,,,,,,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,6,2,4,4,4,5,6,6,3,2,44.0,44.0,49.0,59.0,61.0,25.0,66.0,79.0,89.0,76.0,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,6.0,2.0,10,,,12,,,,,,,,,,,,,52.0,4.0,1.0,5.0,5.0,1.0,1.0,,,,,,,6.0
76,2,1,1,1,4,1,2,1,5,5,80.0,6.0,,,,,1.0,80,,,,,,,2.0,,1.0,,,,,,,,4,1,5,5,4,7,4,5,1,1,7.0,7.0,8.0,4.0,64.0,1.0,0.0,3.0,87.0,66.0,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7.0,,,1.0,100,0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,5.0,1.0,4.0,3.0,3.0,1.0,
77,3,4,3,5,3,1,5,5,5,3,30.0,,,,,,,,,,,,,,,1.0,,4.0,1.0,1.0,2.0,1.0,2.0,1.0,6,1,3,3,2,5,6,6,4,2,50.0,75.0,25.0,50.0,50.0,10.0,100.0,80.0,100.0,75.0,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,5.0,1.0,50,1.0,250,5,,,,,,,,,,,,,,1.0,,,,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,
78,1,2,1,1,1,1,5,1,5,5,40.0,,6.0,6.0,1.0,7.0,2.0,55,2.0,400,,,,,2.0,3.0,,,,,,,,,7,7,6,6,1,5,5,5,2,1,5.0,12.0,13.0,14.0,11.0,0.0,94.0,2.0,100.0,100.0,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,,,,,,18,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,,,,2.0,,,,2.0,1.0,2.0,
79,2,3,5,4,3,4,5,5,5,1,,,1.0,3.0,1.0,,,,,,,,,18,,,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,7,3,7,5,5,3,5,6,3,2,21.0,20.0,10.0,60.0,40.0,75.0,90.0,95.0,75.0,10.0,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,6.0,1.0,34,1.0,100,,10.0,,,,,,,,,,,,70.0,1.0,,,,1.0,,,,,3.0,5.0,6.0,
80,1,1,1,3,3,1,1,2,5,2,90.0,,5.0,3.0,3.0,,2.0,20,,,1.0,2.0,1.0,20,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,3,6,6,2,5,5,2,2,1,49.0,35.0,35.0,40.0,25.0,40.0,40.0,40.0,59.0,20.0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,6.0,,,1.0,400,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,10.0
81,4,3,5,5,5,4,5,5,3,2,70.0,,,,,,2.0,45,,,,,,15,2.0,,,6.0,,,,,,,6,1,6,6,3,5,6,6,4,1,45.0,40.0,60.0,60.0,56.0,47.0,65.0,68.0,59.0,30.0,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,6.0,,,1.0,300,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,2.0,4.0,5.0,2.0,2.0,5.0,3.0,1.0
82,3,3,4,4,4,4,5,4,1,3,,,3.0,3.0,4.0,5.0,1.0,60,,,2.0,5.0,5.0,18,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,7,2,2,4,4,7,5,5,2,1,29.0,28.0,48.0,47.0,65.0,50.0,78.0,53.0,40.0,50.0,1,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,,,,1.0,100,,,3.0,,,,,,,,,,,70.0,3.0,,,,2.0,,,,,,,,
83,4,4,5,4,2,1,5,5,5,4,80.0,,5.0,5.0,4.0,,2.0,58,2.0,850,,,,15,,,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,5,1,5,5,3,5,6,6,2,1,60.0,40.0,90.0,70.0,75.0,35.0,100.0,99.0,70.0,65.0,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,5.0,,,,,,7.0,5.0,,,,,,,,,,,,2.0,,,,2.0,,,,,1.0,5.0,6.0,
84,5,5,4,4,5,5,4,5,1,1,,3.0,3.0,4.0,4.0,6.0,2.0,50,2.0,250,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,7,5,3,3,5,6,6,6,3,1,20.0,26.0,18.0,36.0,40.0,30.0,30.0,36.0,38.0,25.0,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,,,,,,4,,5.0,,,,,,,,,,,70.0,,1.0,4.0,4.0,,2.0,,,,,,,
85,2,2,2,2,3,4,2,2,5,3,80.0,,3.0,4.0,3.0,,,,,,,,,20,2.0,2.0,2.0,4.0,,,,,,,6,2,6,6,2,5,5,5,3,1,20.0,20.0,15.0,25.0,25.0,50.0,30.0,40.0,60.0,30.0,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,6.0,1.0,20,1.0,300,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,2.0,5.0,4.0,
86,2,1,2,1,2,1,4,4,5,2,30.0,5.0,3.0,3.0,5.0,6.0,1.0,69,,,1.0,5.0,1.0,20,,,2.0,6.0,,,,,,,3,5,3,3,5,6,5,5,1,1,60.0,40.0,35.0,70.0,50.0,30.0,80.0,80.0,60.0,20.0,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,,,,1.0,100,,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,
87,4,5,5,5,4,5,5,5,5,4,50.0,,4.0,2.0,1.0,5.0,2.0,50,,,2.0,4.0,4.0,,1.0,,2.0,4.0,,,,,,,6,1,1,1,2,6,6,7,2,2,70.0,59.0,50.0,72.0,72.0,54.0,68.0,50.0,79.0,58.0,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,1.0,200,10,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,,,,,,,,,,3.0
88,4,4,3,4,3,4,4,3,2,3,30.0,,,,,6.0,,,,,,,,,,3.0,,,1.0,1.0,2.0,2.0,1.0,1.0,5,5,4,3,2,5,6,6,3,1,20.0,38.0,34.0,57.0,32.0,31.0,67.0,56.0,63.0,69.0,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,1.0,54,1.0,379,12,,5.0,,,,,,,,,,,,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,,,,
